Table: Table_1

2020-2021 ,2/1/21 2:00 PM ,The student was outside the classroom crying and screaming. Student took off downstairs and eloped outside. When student returned to the building he began kicking the classroom door. Support was called and student was escorted to timeout where he stayed for ,Intervention: Time Out (minutes) ,
2020-2021 ,2/26/21 10:01 AM ,Student was kicking and throwing objects, ripping up papers and displays, and kicking staff. He eloped into the hallway and ripped down displays. Support was called and he was escorted to time out where he stayed for ,Intervention: Time Out (minutes) ,
2020-2021 ,3/1/21 1:15 PM ,Student was throwing objects, ripping up school work, eloped from class, and kicked staff. Support was called and he was escorted to time out where he stayed for ,Intervention: Time Out (minutes) ,
2020-2021 ,4/19/2112:20 PM ,Student was unsafe and non-compliant in P.E. class. On the way back to class he was asked to walk with staff. He refused. He started kicking staff. Support was called and he was escorted to time out. He stayed in time out for ,Intervention: Time Out (minutes) ,
2020-2021 ,5/17/21 12:30 PM ,Student refused to participate in P.E. He began kicking the equipment and left class. He kicked and scratched staff. Support was called and he was escorted to time out where he stayed for ,Intervention: Time Out (minutes) ,
2020-2021 ,6/21/21 10:50 AM ,Throwing objects at the Smartboard; eloped outside and throwing rocks; Support was called for the third time and escorted to time out where he stayed for ,Intervention: Time Out (minutes) ,
2020-2021 ,10/27/20 1:00 PM ,Student was making work into paper airplanes. They were taken from her. She began hitting, kicking and throwing things at staff. Student was put in a small child. ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,11/12/20 2:00 PM ,X Student refused to do work. Began destroying the room and kicking staff. Support was called. Was in a small child hold ( ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,11/19/20 12:20 PM ,X Student began to run towards staff and target staff. Student began to hit staff. Support called. Was in a hold ( ) until support came. ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,11/19/20 1:40 PM ,Student didn't want to do work. Began attacking staff. Put in small child ( ). Walked to T/O ,Intervention: Physical Intervention (minutes) ,





