Table: Table_1

2020-2021 ,6/15/21 10:35 AM ,Student pushed another student and knocked over chairs. Staff redirected him out into the hallway to calm down. Student hit a staff member in the face. He was put into a small child hold and escorted to time out where he stayed for 5 minutes. ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,6/15/21 10:35 AM ,Student pushed another student and knocked over chairs. Staff redirected him out into the hallway to calm down. Student hit a staff member in the face. He was put into a small child hold and escorted to time out where he stayed for 5 minutes. ,Intervention: Time Out (minutes) ,
2020-2021 ,9/14/20 1:15 PM ,Time Out Student needed a break Went for a walk Saw another student running around outside Tried to escape Began hitting, kicking, spitting, swearing at staff Ran into TO until escorted to bus ,Intervention: Time Out (minutes) ,
2020-2021 ,9/15/2012:30 PM ,Walked out, walked around the building, disrupting classroom Walked into to Swearing& kicking& spitting Needed to be held ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,9/16/20 9:00 AM ,Student left the room was running around the halls Began instigating other students in PE Was swearing and began getting physical Walked to calming room 9:35 got physical in cool down room support was called T/O am ,Intervention: Time Out (minutes) ,





