Table: Table_1

2020-2021 ,1/21/21 11:40 AM ,X X was continuously verbally aggressive towards staff and disrupting classroom. After multiple prompts to calm, was brought to TO by support ,Intervention: Time Out (minutes) ,
2020-2021 ,1/21/21 1:48 PM ,X X ran from classroom with another student and ended outside on front steps with support. Support escorted to timeout to calm. (T/O ,Intervention: Time Out (minutes) ,
2020-2021 ,2/5/21 11:55 AM ,X X X X had a difficult time in speech and left without permission. was escorted to T/O when he became physically aggressive with staff. While in T/O, said he would stab staff. Support searched and found a smarboard pen. T/O ,Intervention: Time Out (minutes) ,
2020-2021 ,2/9/21 9:50 AM ,X X X left tutorial/calming room without permission. Support attempted to have carter return on his own. kicked a support staff and was escorted to time out ( ) to calm. ,Intervention: Time Out (minutes) ,
2020-2021 ,2/9/21 12:55 PM ,X X X X requested to use the bathroom but ran from staff afterwords. got on the elevator and was found by support. became physical (kicking) with support and was escorted to T/O ) to calm. ,Intervention: Time Out (minutes) ,
2020-2021 ,4/29/21 9:30 AM ,X X X was walked to a tutorial for behavior issues in class. While in tutorial, became physically aggressive and needed timeout ,Intervention: Time Out (minutes) ,
2020-2021 ,6/15/21 8:05 AM ,X X X X ran from staff after arriving off bus. Support was called to find Support asked to go to tutorial near art room kicked support several times before going to tutorial. Walked to T/O ( ,Intervention: Time Out (minutes) ,
2020-2021 ,10/22/209:45 AM ,Kicking other students' materials; was asked to take a break in hallway; eloped from the building; kicking staff; placed in small child; escorted to T.O. ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,10/22/20 9:45 AM ,Kicking other students' materials; was asked to take a break in hallway; eloped from the building; kicking staff; placed in small child; escorted to T.O. ,Intervention: Time Out (minutes) ,





