Table: Table_1

2020-2021 ,10/16/20 1:00 PM ,Student was asked to go to a calming room. Refused. Support was called and escorted him to T/O In T/O student was putting paper clips in his mouth. Security was called to search for more after student said he had more. Student also said he had a knife and tacks in pocket and refuse to give up. was called up. Student found to have just stars. ,Intervention: Time Out (minutes) ,
2020-2021 ,10/19/20 12:10 PM ,CG left the classroom and was running around the school. Bothering other students. Support called. Needed to go to T/O ( ,Intervention: Time Out (minutes) ,
2020-2021 ,10/21/20 9:15 AM ,Student eloped from class-running through the hallways, climbing on stairs and being unsafe. Support was called and escorted him to T/O ( ,Intervention: Time Out (minutes) ,
2020-2021 ,10/21/20 11:17 AM ,Student was disrupting classroom and targeting another student in class. Walked out of classroom and ran through halls. Support called and walked to T/O ). ,Intervention: Time Out (minutes) ,
2020-2021 ,10/23/20 12:10 PM ,Student was being unsafe in classroom. Hitting and kicking staff. Support was called and was escorted to T/O ,Intervention: Time Out (minutes) ,
2020-2021 ,10/30/20 9:20 AM ,X Student was running around the school. Went out of the building. Began to throw things, hit and punch staff. Was brought to T/O ( ,Intervention: Time Out (minutes) ,
2020-2021 ,11/2/20 1:13 PM ,Student was climbing and being unsafe and aggressive in the fishbowl. Was escorted to T/O ,Intervention: Time Out (minutes) ,
2020-2021 ,11/3/20 8:10 AM ,Student eloped from the classroom, refused to wear a mask, was running around the halls. Student got aggressive with staff, was escorted to T/O ( ) ,Intervention: Time Out (minutes) ,
2020-2021 ,11/4/20 11:28 AM ,Student kicked another student and was in a hold to keep his body safe. Support called. Walked to designated cool down area near classroom. ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,11/4/20 11:57 AM ,Student cleaned mess up and other students began to yell at student. Student threw container at other student and was in a hold to keep body safe. Support called and he walked self to calming area. ,Intervention: Physical Intervention (minutes) ,





