Table: Table_1

2020-2021 ,10/1/20 1:15 PM ,X X X X X eloped from music in B202. left building and support was called. was trying to run into traffic. was physically aggressive towards staff which resulted in three person supine. got on his bus at 2:20pm. ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,10/2/20 10:15 AM ,X X X left building. laid down in the streets and support was called. was escorted to a T.O. room. ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,10/16/20 2:30 PM ,X retreated off of the bus stating the bus driver threatened to break his arm if he didn't move his hand off the emergency break on the back door. remained outside and ran infront of oncoming traffic. He was escorted into the building and put in a calming space. While in the calming space he tore paint off the wall and ran out of the room. He was then escorted into TO. ,Intervention: Time Out (minutes) ,
2020-2021 ,10/23/209:18 AM ,X X X eloped from class. was unsafe and was destroying school property. Support was called and was escorted to a T.O. ,Intervention: Time Out (minutes) ,
2020-2021 ,10/27/20 12:00 PM ,X X X X eloped from class left building and support was called went into cars in parking lot. was escorted to a T.O. 11:55-1:05 ,Intervention: Time Out (minutes) ,
2020-2021 ,11/5/20 1:09 PM ,X X Small child hold-about left the classroom without permission. He became aggressive in the hallway (punching, kicking staff). Was put in a small child hold. Staff was injured during the hold. Support arrived and walked with support. ,Intervention: Physical Intervention (minutes) ,





