Table: Table_1

2020-2021 ,4/8/21 2:02 PM ,Student was asked to knock on the classroom door instead of banging on it. Did not comply and threw basketball. Took off mask and began spitting in the hallway. Support was called and he was put in a small child hold in hallway. Taken to TO. Small child and escort ( ). TO ,Intervention: Time Out (minutes) ,
2020-2021 ,4/12/21 10:00 AM ,Student did not want to complete activity. He grabbed the iPad and tried to break it repeatedly. When it was taken away, he started throwing chairs and was escorted to TO ( ) ,Intervention: Time Out (minutes) ,
2020-2021 ,4/15/21 12:30 PM ,X did not want to complete math work. He pulled out his phone and started to use it. He was reminded that he can not use. He ran from the classroom and bean climbing on tables. He took off his mask and started taunting another student. He was escorted to TO. Escort TO ,Intervention: Time Out (minutes) ,
2020-2021 ,4/26/21 9:50 AM ,X did not want to clean up a mess he made before ELA. He crawled under the computer and began pulling out cords. Support was called and he was escorted to TO. Ran out of TO and ran outside. Brought back inside and went to the Bird's Nest until calm. Escort TO ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,4/26/21 9:50 AM ,did not want to clean up a mess he made before ELA. He crawled under the computer and began pulling out cords. Support was called and he was escorted to TO. Ran out of TO and ran outside. Brought back inside and went to the Bird's Nest until calm. Escort TO ,Intervention: Time Out (minutes) ,
2020-2021 ,3/12/21 1:10 PM ,Asked to put water bottle away-threw crayon box across classroom (just missed another student) Support called, time out room used ,Intervention: Time Out (minutes) ,





