Table: Table_1

2020-2021 ,4/12/21 8:30 AM ,X Physical intervention: Small child- Time out: eloped from the classroom multiple times today. He ran through the hallways and disrupted several classrooms. He refused to complete multiple academic tasks. PAS was attempted but worked only temporarily. When transitioning at the end of the day, became physically and verbally aggressive. He required a restraint and T/O room. His aunt was called and he transitioned to the bus. ,Intervention: Time Out (minutes) ,
2020-2021 ,9/28/20 1:10 PM ,Student began to crawl under staff's desk and tip things over. Refused to move out of space and continued to disrupt the classroom environment. Support called. Escorted to T/O Student disrobed (shirt) and sucked on arm to bruise himself in T/O. ,Intervention: Time Out (minutes) ,
2020-2021 ,10/2/20 1:10 PM ,X X was threatening to use a wad of keys on his chain as a weapon. Support was called. He became unsafe in the hallway and was escorted to t/o bit his arm in t/o during his anger. ,Intervention: Time Out (minutes) ,
2020-2021 ,12/1/20 11:44 AM ,Student left classroom and was climbing in stairwell. Support was called and escorted student to T/O ). ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,3/4/21 1:45 PM ,X X became upset when his turn on the computer ended. kicked and broke his desk and was escorted to T/O by support. While in T/O, he threatened to bring a bomb to school and would slice the staff's throat with a knife. did eventually calm and was walked to the bus. ,Intervention: Time Out (minutes) ,
2020-2021 ,9/21/20 9:29 AM ,X refused to do ELA station work. Threw chair across classroom ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,9/25/20 10:10 AM ,*Refused to follow teacher directives *Became unsafe-throwing items around classroom, running around ,Intervention: Time Out (minutes) ,





