Table: Table_1

2020-2021 ,9/28/20 1:05 PM ,Student did not want to stop playing on the iPad. He threw the iPad at staff and jumped on the table. Once off, he began to kick/scratch staff. Staff did a small child hold until support intervened. He was in t/o from ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,9/28/20 1:05 PM ,Student did not want to stop playing on the iPad. He threw the iPad at staff and jumped on the table. Once off, he began to kick/scratch staff. Staff did a small child hold until support intervened. He was in t/o from ,Intervention: Time Out (minutes) ,
2020-2021 ,9/29/20 8:50 AM ,Student was kicking and hitting staff and also climbing on furniture. Student eloped from the classroom. Support was called and escorted student to T/o ( ,Intervention: Time Out (minutes) ,
2020-2021 ,9/29/20 9:30 AM ,Student ran out of class and began to grab, hit and kick staff. Was in a small child hold. Was taken to t/o ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,9/29/209:30 AM ,Student ran out of class and began to grab, hit and kick staff. Was in a small child hold. Was taken to t/o ). ,Intervention: Time Out (minutes) ,
2020-2021 ,9/29/20 10:05 AM ,Student became physically aggressive towards staff. Student was put in a small child hold. Walked with support T/O ) ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,9/29/20 12:45 PM ,Student ran out of the classroom. Support was called. Student was escorted to t/o ,Intervention: Time Out (minutes) ,
2020-2021 ,10/1/20 9:30 AM ,X Student left classroom and ran into elevator and around the halls. Support was called and escorted him to t/o 0. Student was kicking and hitting staff. ,Intervention: Time Out (minutes) ,
2020-2021 ,10/5/20 10:00 AM ,X X eloped from reading when returning to class. Support was called and was escorted to t/o was kicking and swearing at staff. ,Intervention: Time Out (minutes) ,
2020-2021 ,10/5/201 12:00 PM ,X X was not being safe in classroom. Support was called and escorted to another location to work. was still being unsafe- kicking. was in a supine and was brought to separate location. T/O- ,Intervention: Physical Intervention (minutes) ,





