Table: Table_1

2020-2021 ,4/5/21 9:20 AM ,X was upset after playing a game of Kahoot. He was reminded he could take a break, but instead ran from the room to the fishbowl. In the fishbowl he began making threats towards another student. Eventually he was escorted to TO. Escort 2 min. TO ,Intervention: Time Out (minutes) ,
2020-2021 ,4/6/21 11:30 AM ,was being destructive in the crashpad room. He began poking holes in the tent. Support was called. He walked to TO. TO ,Intervention: Time Out (minutes) ,
2020-2021 ,4/6/21 11:45 AM ,ran out of TO to the fishbowl. In the fishbowl, he began kicking windows and trying the run outside. Support was called and he walked back to TO. TO ,Intervention: Time Out (minutes) ,
2020-2021 ,4/22/21 9:54 AM ,Student was angry with another student and tired to go after them. when stopped he got physical with staff. He was escorted to TO ,Intervention: Time Out (minutes) ,
2020-2021 ,4/27/21 12:05 PM ,Student became upset when classmate made a mean comment about his brother. He tried to go after the student but was moved to hallway. He ran around kicking doors and walls. He became physical, escorted to TO ,Intervention: Time Out (minutes) ,
2020-2021 ,5/11/21 10:10 AM ,Student was trying to get to another student he was separated from. He started running and disrupting classes. He tried to go on the elevator and when stopped he started hitting staff. He was put in a restraint until calm. 4 person supine ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,5/11/21 1:55 PM ,Was mad at student after playing tag. Was told to go inside and began to comply. Peers told him to go after the student and he began to run towards the student and attempted to fight him. Put in a hold until calm ,Intervention: Physical Intervention (minutes) ,
2020-2021 ,5/11/21 2:00 PM ,Released from hold and attempted to go after a student again. Caught and put in small child hold. Small Child ,Intervention: Physical Intervention (minutes) ,





